CMTE_ID,PAC_NAME,SPONSOR_NAME,TOTAL_TRANSACTIONS
C00513549,PHILLIPS 66 PAC,#N/A,10000.00
C00345132,REPUBLICAN JEWISH COALITION POLITICAL ACTION COMMITTEE (RJC-PAC),#N/A,10000.00
C00122101,SAFARI CLUB INTERNATIONAL PAC (SCI-PAC),#N/A,10000.00
C00039578,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,#N/A,10000.00
C00493221,THE GUARDIAN FUND,#N/A,10000.00
C00164145,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,#N/A,10000.00
C00235739,BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC),#N/A,9500.00
C00380550,FMR LLC POLITICAL ACTION COMMITTEE - FEDERAL (FIDELITY PAC),#N/A,9000.00
C00034785,ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE,#N/A,8500.00
C00007880,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",#N/A,8500.00
C00480863,"NATIONAL SHOOTING SPORTS FOUNDATION, INC. POLITICAL ACTION COMMITTEE (NSSF PAC)",#N/A,8500.00
C00064774,"NEXTERA ENERGY, INC. POLITICAL ACTION COMMITTEE",#N/A,8000.00
C00038604,AMERICAN FINANCIAL SERVICES ASSOCIATION PAC,#N/A,7500.00
C00412098,ASSOCIATION OF KENTUCKY FRIED CHICKEN FRANCHISEES INC PAC,#N/A,7500.00
C00778159,COMMANDER ZINKE LEADERSHIP FUND,#N/A,7500.00
C00671693,INSTITUTE FOR PORTFOLIO ALTERNATIVES POLITICAL ACTION COMMITTEE (IPA PAC),#N/A,7500.00
C00113811,NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION POLITICAL ACTION COMMITTEE,#N/A,7500.00
C00589119,SYNCHRONY FINANCIAL EMPLOYEES POLITICAL ACTION COMMITTEE (SYNCPAC),#N/A,7500.00
C00284885,THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,#N/A,7500.00
C00755454,"US ENERGY PAC (THE PAC OF AMERICAN EXPLORATION & PRODUCTION COUNCIL, INC.)",#N/A,7500.00
C00417634,WHOLESALE & SPECIALTY INSURANCE ASSOCIATION (WSIA) PAC,#N/A,7500.00
C00147066,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,#N/A,7000.00
C00337626,MORGAN STANLEY POLITICAL ACTION COMMITTEE,#N/A,7000.00
C00166348,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE POLITICAL ACTION COMMITTEE,#N/A,7000.00
C00040535,AMERICAN EXPRESS COMPANY POLITICAL ACTION COMMITTEE (AXPPAC),#N/A,6500.00
C00035451,AIR LINE PILOTS ASSOCIATION PAC,#N/A,6000.00
C00089136,"ALTRIA GROUP,  INC. POLITICAL ACTION COMMITTEE (ALTRIAPAC)",#N/A,6000.00
C00251876,AMGEN INC. POLITICAL ACTION COMMITTEE,#N/A,6000.00
C00035006,CHEVRON EMPLOYEES POLITICAL ACTION COMMITTEE - CHEVRON CORPORATION,#N/A,6000.00
C00008474,CITIGROUP INC. PAC - FEDERAL (CITI PAC - FEDERAL),#N/A,6000.00
C00366468,"CORECIVIC, INC. POLITICAL ACTION COMMITTEE (CORECIVIC PAC)",#N/A,6000.00
C00088591,EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,#N/A,6000.00
C00874982,FRANKLIN RESOURCES INC POLITICAL ACTION COMMITTEE (FRANKLIN TEMPLETON PAC),#N/A,6000.00
C00105981,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),#N/A,6000.00
C00306894,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE,#N/A,6000.00
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,#N/A,6000.00
C00511444,"THE HARTFORD INSURANCE GROUP, INC. FEDERAL PAC (AKA HARTFORD ADVOCATES FEDERAL FUND)",#N/A,6000.00
C00147173,"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE",#N/A,6000.00
C00066472,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE (INSURING AMERICA PAC),#N/A,5500.00
C00384818,CVS HEALTH PAC,#N/A,5500.00
C00004812,MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC),#N/A,5500.00
C00034157,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),#N/A,5000.00
C00010868,AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC),#N/A,5000.00
C00028860,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION",#N/A,5000.00
C00495002,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,#N/A,5000.00
C00012914,AMERICAN LAND TITLE ASSOCIATION TITLE INDUSTRY PAC (TIPAC),#N/A,5000.00
C00450916,ASURION LLC POLITICAL ACTION COMMITTEE (ASURION PAC),#N/A,5000.00
C00326595,CAPITAL ONE FINANCIAL CORP. ASSOC. POLITICAL FUND,#N/A,5000.00
C00076299,CME GROUP INC. PAC,#N/A,5000.00
C00078287,CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT,#N/A,5000.00
C00112896,CONOCOPHILLIPS SPIRIT PAC,#N/A,5000.00
C00304832,CONSTELLATION BRANDS INC POLITICAL ACTION COMMITTEE,#N/A,5000.00
C00551184,"CONTINENTAL RESOURCES, INC. POLITICAL ACTION COMMITTEE",#N/A,5000.00
C00786186,CROSSPARTISAN PAC I,#N/A,5000.00
C00104802,DELTA AIR LINES PAC,#N/A,5000.00
C00507392,"ENCORE CAPITAL GROUP, INC. POLITICAL ACTION COMMITTEE",#N/A,5000.00
C00029504,ENGINEERS POLITICAL EDUCATION COMMITTEE (EPEC)/INTERNATIONAL UNION OF OPERATING ENGINEERS,#N/A,5000.00
C00818542,FIELD OF DREAMS PAC,#N/A,5000.00
C00809012,FROGMAN PAC,#N/A,5000.00
C00528414,HEALTHCARE FREEDOM FUND,#N/A,5000.00
C00027342,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS POLITICAL ACTION COMMITTEE,#N/A,5000.00
C00692327,LETS GET TO WORK PAC,#N/A,5000.00
C00430256,"MOLINA HEALTHCARE, INC. PAC",#N/A,5000.00
C00113241,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,#N/A,5000.00
C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,#N/A,5000.00
C00109306,NATIONAL ASSOCIATION OF WHOLESALER-DISTRIBUTORS POLITICAL ACTION COMMITTEE,#N/A,5000.00
C00772434,PAC FOR AMERICA,#N/A,5000.00
C00343137,POLITICAL ACTION COMMITTEE OF THE AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS--PAC OF AAOS,#N/A,5000.00
C00767640,RANGER PAC,#N/A,5000.00
C00042002,REYNOLDS AMERICAN INC. POLITICAL ACTION COMMITTEE; RAI PAC,#N/A,5000.00
C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),#N/A,5000.00
C00332296,SUSAN B. ANTHONY LIST. INC. CANDIDATE FUND (DBA SUSAN B. ANTHONY PRO-LIFE AMERICA CANDIDATE FUND),#N/A,5000.00
C00494534,THE BANK OF NEW YORK MELLON CORPORATION FEDERAL PAC (BNY FEDPAC),#N/A,5000.00
C00540518,THE CAPITAL GROUP COMPANIES INC POLITICAL ACTION COMMITTEE,#N/A,5000.00
C00173393,THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - FEDERAL (GUARDIAN LIFE P,#N/A,5000.00
C00376376,"THE TRAVELERS COMPANIES, INC. POLITICAL ACTION COMMITTEE (T-PAC)",#N/A,5000.00
C00525055,"TRANSCANADA USA SERVICES, INC. PAC (TC PAC)",#N/A,5000.00
C00012245,UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),#N/A,5000.00
C00064766,"UNITED PARCEL SERVICE, INC. PAC (UPSPAC)",#N/A,5000.00
C00300178,WELLS FARGO AND COMPANY EMPLOYEES GOOD GOVERNMENT FEDERAL FUND II,#N/A,5000.00
C00661272,WITH HONOR PAC,#N/A,5000.00
C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,#N/A,4994.00
C00364778,BANK OF AMERICA CORPORATION FEDERAL PAC,#N/A,4500.00
C00004473,NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION RURAL BROADBAND PAC,#N/A,4500.00
C00432252,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,#N/A,4500.00
C00350744,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",#N/A,4500.00
C00130773,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),#N/A,4000.00
C00387753,SECURITY FINANCE CORPORATION OF SPARTANBURG AND AFFILIATES POLITICAL ACTION COMMITTEE,#N/A,4000.00
C00354290,"AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I. FEDERAL PAC (AMFAM PAC)",#N/A,3500.00
C00106146,AMERICAN HOSPITAL ASSOCIATION PAC,#N/A,3500.00
C00927871,DEFENSE OF FREEDOM,#N/A,3500.00
C00103903,"HDR, INC. EMPLOYEE OWNERS PAC",#N/A,3500.00
C00347955,"LIFEPOINT HEALTH PAC - THE PAC OF LIFEPOINT CORPORATE SERVICES, GENERAL PARTNERSHIP (LCSGP) AND FACILITIES WHICH ARE SUBSIDIARIES OF LIFEPOINT HEALTH (COLLECTIVELY LIFEPOINT)",#N/A,3500.00
C00361758,"T-MOBILE US, INC.  POLITICAL ACTION COMMITTEE (T-PAC)",#N/A,3500.00
C00410266,THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,#N/A,3500.00
C00081414,"AMERICAN SUGAR CANE LEAGUE OF USA, INC PAC",#N/A,3000.00
C00167684,AMERICAN SUGARBEET GROWERS ASSOCIATION PAC,#N/A,3000.00
C00041038,AVISTA EMPLOYEES FOR EFFECTIVE GOVERNMENT,#N/A,3000.00
C00559302,FS PAC,#N/A,3000.00
C00199703,GLAXOSMITHKLINE LLC PAC (GSK PAC),#N/A,3000.00
C00104299,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,#N/A,3000.00
C00485540,LEADERSHIP FOR AMERICA TODAY TOMORROW AND ALWAYS PAC,#N/A,3000.00
C00458158,LKQ CORPORATION EMPLOYEE GOOD GOVERNMENT FUND,#N/A,3000.00
C00303024,LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,#N/A,3000.00
C00164939,MINN-DAK FARMERS COOPERATIVE SUGAR PAC (MDSPAC),#N/A,3000.00
C00544817,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE (STATE FARM FEDERAL PAC),#N/A,3000.00
C00431361,TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA PAC (TIAA PAC),#N/A,3000.00
C00488882,U.S. BANCORP FEDERAL POLITICAL ACTION COMMITTEE,#N/A,3000.00
C00536573,ABBVIE POLITICAL ACTION COMMITTEE,#N/A,2500.00
C00436188,ALLIANCE FOR RETIRED AMERICANS POLITICAL ACTION FUND,#N/A,2500.00
C00040253,ALLSTATE INSURANCE COMPANY PAC,#N/A,2500.00
C00325332,AMERICAN SENIORS HOUSING ASSOCIATION (SENIORS HOUSING PAC),#N/A,2500.00
C00336743,ASIAN AMERICAN HOTEL OWNERS ASSOCIATION PAC (AAHOA PAC),#N/A,2500.00
C00082917,ASSOCIATED GENERAL CONTRACTORS OF AMERICA POLITICAL ACTION COMMITTEE,#N/A,2500.00
C00148031,CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),#N/A,2500.00
C00426775,CHARTER COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE,#N/A,2500.00
C00550483,CONSUMER CREDIT INSURANCE ASSOCIATION DBA CONSUMER CREDIT INDUSTRY ASSOC PAC (CCIA PAC),#N/A,2500.00
C00283523,DALLAS ENTREPRENEUR POLITICAL ACTION COMMITTEE,#N/A,2500.00
C00364133,DUANE MORRIS GOVERNMENT COMMITTEE,#N/A,2500.00
C00573261,END CITIZENS UNITED,#N/A,2500.00
C00878231,EXIGER LLC POLITICAL ACTION COMMITTEE (EXIGER PAC OR E-PAC),#N/A,2500.00
C00121368,EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC),#N/A,2500.00
C00490474,INSURED RETIREMENT INSTITUTE POLITICAL ACTION COMMITTEE (IRI PAC),#N/A,2500.00
C00253369,"INVESCO HOLDING COMPANY (US), INC. EMPLOYEE POLITICAL ACTION COMMITTEE",#N/A,2500.00
C00384354,MICHIGAN SUGAR COMPANY GROWERS POLITICAL ACTION COMMITTEE,#N/A,2500.00
C00009985,NATIONAL ASSOCIATION OF BROADCASTERS POLITICAL ACTION COMMITTEE (NABPAC),#N/A,2500.00
C00005249,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,#N/A,2500.00
C00004994,NATIONAL ASSOCIATION OF PROFESSIONAL INSURANCE AGENTS POLITICAL ACTION COMMITTEE (PIAPAC),#N/A,2500.00
C00144766,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,#N/A,2500.00
C00016683,PFIZER INC. PAC,#N/A,2500.00
C00015933,PINNACLE WEST CAPITAL CORPORATION PAC,#N/A,2500.00
C00686287,PLAINS ALL AMERICAN GP LLC PAC,#N/A,2500.00
C00780304,"ROBINHOOD MARKETS, INC. PAC",#N/A,2500.00
C00633354,STRUCTURED FINANCE COALITION POLITICAL ACTION COMMITTEE (STRUCTURED FINANCE PAC),#N/A,2500.00
C00501429,TD BANK US HOLDING COMPANY POLITICAL ACTION COMMITTEE (TD BANK PAC),#N/A,2500.00
C00299750,TDS TELECOMMUNICATIONS CORPORATION PAC,#N/A,2500.00
C00763664,TRACTOR SUPPLY COMPANY POLITICAL ACTION COMMITTEE,#N/A,2500.00
C00817585,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),#N/A,2500.00
C00235036,"ZURICH HOLDING COMPANY OF AMERICA, INC. COMMITTEE FOR GOOD GOVERNMENT (Z-PAC, ZURICH PAC)",#N/A,2500.00
C00024968,AMERICAN OPTOMETRIC ASSOCIATION POLITICAL ACTION COMMITTEE,#N/A,2000.00
C00414474,AMERIPRISE FINANCIAL INC. POLITICAL ACTION COMMITTEE (AMERIPRISEPAC),#N/A,2000.00
C00174227,BAKER & HOSTETLER POLITICAL ACTION COMMITTEE,#N/A,2000.00
C00409789,"BLESSEY MARINE SERVICE, INC. POLITICAL ACTION COMMITTEE",#N/A,2000.00
C00726729,BOOTS ON THE GROUND - FEDERAL,#N/A,2000.00
C00035535,CONSUMER BANKERS ASSOCIATION PAC,#N/A,2000.00
C00346353,"CRH AMERICAS, INC. PAC",#N/A,2000.00
C00083535,DUKE ENERGY CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (DUKEPAC),#N/A,2000.00
C00821744,"ENACT HOLDINGS, INC. POLITICAL ACTION COMMITTEE (ENACT PAC)",#N/A,2000.00
C00219642,"ENTERPRISE HOLDINGS, INC. / ENTERPRISE MOBILITY POLITICAL ACTION COMMITTEE",#N/A,2000.00
C00447565,FINSECA PAC,#N/A,2000.00
C00346726,FIRST AMERICAN FINANCIAL CORPORATION PAC,#N/A,2000.00
C00396895,GILEAD SCIENCES INC HEALTHCARE POLICY PAC,#N/A,2000.00
C00333427,GW PAC,#N/A,2000.00
C00032698,INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE (ICBA PAC),#N/A,2000.00
C00254953,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON N,#N/A,2000.00
C00394650,JBS USA FOOD COMPANY PAC,#N/A,2000.00
C00698092,LET'S ALL KEEP ELECTING REPUBLICANS PAC,#N/A,2000.00
C00457234,"MARSH & MCLENNAN COMPANIES, INC. POLITICAL ACTION COMMITTEE (MARSH PAC)",#N/A,2000.00
C00195024,MARYLAND ASSOCIATION FOR CONCERNED CITIZENS POLITICAL ACTION COMMITTEE,#N/A,2000.00
C00366013,"NASDAQ, INC. PAC (NASDAQ PAC)",#N/A,2000.00
C00567792,"NATIONAL ASSOCIATION OF RESIDENTIAL PROPERTY MANGERS, INC. POLITICAL ACTION COMMITTEE (NARPM PAC)",#N/A,2000.00
C00114025,NATIONAL READY MIXED CONCRETE ASSN. PAC (CONCRETEPAC),#N/A,2000.00
C00406215,NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE,#N/A,2000.00
C00906669,NESTPOINT PAC,#N/A,2000.00
C00215384,ONEOK INC. EMPLOYEE POLITICAL ACTION COMMITTEE,#N/A,2000.00
C00127779,PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC),#N/A,2000.00
C00461129,RGA REINSURANCE COMPANY FEDERAL PAC,#N/A,2000.00
C00431312,SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION POLITICAL ACTION COMMITTEE,#N/A,2000.00
C00072751,STATE STREET BANK AND TRUST COMPANY VOLUNTARY POLITICAL ACTION COMMITTEE,#N/A,2000.00
C00123612,TEXTRON INC. POLITICAL ACTION COMMITTEE,#N/A,2000.00
C00010470,UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,#N/A,2000.00
C00446674,WESTERN SUGAR COOPERATIVE PAC,#N/A,2000.00
C00524314,AMERICA'S FIRST PAC,#N/A,1500.00
C00816389,ELECTING REPUBLICANS INDIANA PAC,#N/A,1500.00
C00096156,HONEYWELL INTERNATIONAL INC. TECHNOLOGIES PUBLIC AFFAIRS COUNCIL (HONPAC),#N/A,1500.00
C00389403,"SPECIALTY EQUIPMENT MARKET ASSOCIATION & PERFORMANCE RACING, INC. PAC (SEMA & PRI PAC)",#N/A,1500.00
C00883116,STRIPE INC. POLITICAL ACTION COMMITTEE,#N/A,1500.00
C00832006,ULTRAGENYX PHARMACEUTICAL INC. POLITICAL ACTION COMMITTEE (AKA ULTRAGENYX PAC),#N/A,1500.00
C00365122,"VISA, INC. POLITICAL ACTION COMMITTEE",#N/A,1500.00
C00523381,HEARTDOCPAC,#N/A,1041.00
C00579540,ALLY FINANCIAL INC. ADVOCACY POLITICAL ACTION COMMITTEE,#N/A,1000.00
C00326389,AMALGAMATED SUGAR COMPANY POLITICAL ACTION COMMITTEE,#N/A,1000.00
C00024521,AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE (AAJ PAC),#N/A,1000.00
C00010124,ASSOCIATED EQUIPMENT DISTRIBUTORS POLITICAL ACTION COMMITTEE,#N/A,1000.00
C00095109,AZOA SERVICES CORP. POLITICAL ACTION COMMITTEE (ALLIANZ OF AMERICA PAC),#N/A,1000.00
C00829119,BACPAC,#N/A,1000.00
C00390583,"BHFS-E, PC PAC (BROWNSTEIN HYATT FARBER SCHRECK POLITICAL ACTION COMMITTEE)",#N/A,1000.00
C00611871,BMO FINANCIAL CORP GOOD GOVERNANCE FUND: FEDERAL (BMO PAC),#N/A,1000.00
C00351924,BOK FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,#N/A,1000.00
C00082040,CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA PAC (US CHAMBER PAC),#N/A,1000.00
C00307249,"CITIZENS FINANCIAL GROUP, INC. POLITICAL ACTION COMMITTEE (CITIZENS PAC)",#N/A,1000.00
C00411173,COMMERCIAL REAL ESTATE FINANCE COUNCIL PAC,#N/A,1000.00
C00497917,DEPOSITORY TRUST AND CLEARING CORPORATION PAC - DTCC PAC; THE,#N/A,1000.00
C00035204,ENERGY MARKETERS OF AMERICA SMALL BUSINESS COMMITTEE PAC (EMA SBC PAC),#N/A,1000.00
C00162735,FINANCIAL SERVICES POLITICAL COMMITTEE,#N/A,1000.00
C00012328,FLORIDA SUGAR CANE LEAGUE PAC,#N/A,1000.00
C00343749,GOVERNMENT EMPLOYEES INSURANCE COMPANY POLITICAL ACTION COMMITTEE,#N/A,1000.00
C00820100,HELPING EXCEPTIONAL LEADERS ORGANIZE PAC (HELO PAC),#N/A,1000.00
C00342766,HF SINCLAIR POLITICAL ACTION COMMITTEE (DINO PAC),#N/A,1000.00
C00033423,"HSBC TECHNOLOGY AND SERVICES USA INC. FEDERAL, STATE, AND LOCAL PAC (HSBC COMBINED PAC)",#N/A,1000.00
C00165589,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE  (HBI-PAC),#N/A,1000.00
C00443168,INTERCONTINENTAL EXCHANGE INC PAC,#N/A,1000.00
C00084491,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC,#N/A,1000.00
C00440826,INVESTMENT ADVISER ASSOCIATION POLITICAL ACTION COMMITTEE (IAA-PAC),#N/A,1000.00
C00213173,K&L GATES LLP POLITICAL ACTION COMMITTEE (DC),#N/A,1000.00
C00486217,LPL FINANCIAL LLC POLITICAL ACTION COMMITTEE (LPL PAC),#N/A,1000.00
C00410274,MASTERCARD INTERNATIONAL INC. EMPLOYEE PAC (MASTERCARD PAC) OR (MASTERCARD EMPLOYEE PAC),#N/A,1000.00
C00097485,"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",#N/A,1000.00
C00457697,MOLSON COORS BEVERAGE COMPANY USA LLC PAC,#N/A,1000.00
C00023028,NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON,#N/A,1000.00
C00101105,NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL ACTION COMMITTEE,#N/A,1000.00
C00002972,NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION AMERICA'S ELECTRIC COOPERATIVES PAC,#N/A,1000.00
C00089458,"NATIONAL STONE, SAND & GRAVEL ASSOCIATION ROCKPAC",#N/A,1000.00
C00318311,NATIONAL WEATHER SERVICE EMPLOYEES ORGANIZATION POLITICAL ACTION COMMITTEE,#N/A,1000.00
C00491951,NOMURA HOLDING AMERICA INC. POLITICAL ACTION COMMITTEE (NOMURAPAC),#N/A,1000.00
C00515148,NORTHERN TRUST CORPORATION FEDERAL POLITICAL ACTION COMMITTEE (NORTHERN TRUST FEDERAL PAC),#N/A,1000.00
C00893578,PERIMETER SOLUTIONS INC. POLITICAL ACTION COMMITTEE,#N/A,1000.00
C00287045,PLAIN STATE PAC,#N/A,1000.00
C00723577,PROTECTING AMERICANS CHALLENGING OPPRESSION (PACO) PAC,#N/A,1000.00
C00823500,SECURING THE REPUBLIC FOR OUR NEXT GENERATION,#N/A,1000.00
C00727784,SERVICE FIRST PAC,#N/A,1000.00
C00109991,SMALL BUSINESS INVESTOR ALLIANCE PAC,#N/A,1000.00
C00914614,"THE BALDWIN INSURANCE GROUP, INC. FEDERAL PAC",#N/A,1000.00
C00545202,THE CENTER FOR FREETHOUGHT EQUALITY PAC,#N/A,1000.00
C00938399,THE MAJORITY,#N/A,1000.00
C00197095,THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE (NMPAC),#N/A,1000.00
C00691618,THE SURETY & FIDELITY ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE,#N/A,1000.00
